M101,1,9,10,1,0,1,0,0,0,0
M101,2,9,18,9,0,0,0,0,0,0
M101,3,9,20,11,0,0,0,2,0,0
M101,4,9,24,15,0,0,0,6,0,2
M101,5,9,20,11,0,0,0,2,0,0
M101,0,0,0,0,0,0,1,0,0,0
M101,0,0,0,0,0,0,1,0,0,0
M101,8,9,11,2,0,2,0,0,0,0
M101,0,0,0,0,0,0,1,0,0,0
M101,10,9,18,9,0,0,0,0,0,0
M101,11,9,18,9,0,0,0,0,0,0
M101,12,9,12,3,0,3,0,0,0,0
M101,13,10,18,8,1,0,0,0,0,0
M101,14,9,18,9,0,0,0,0,0,0
M101,15,9,18,9,0,0,0,0,0,0
M101,16,9,18,9,0,0,0,0,0,0
M101,17,9,18,9,0,0,0,0,0,0
M101,18,9,18,9,0,0,0,0,0,0
M101,19,9,18,9,0,0,0,0,0,0
M101,20,9,21,12,0,0,0,3,0,0
M101,21,9,18,9,0,0,0,0,0,0
M101,22,9,18,9,0,0,0,0,0,0
M101,0,0,0,0,0,0,1,0,0,0
M101,24,9,18,9,0,0,0,0,0,0
M101,25,9,18,9,0,0,0,0,0,0
M101,26,9,22,13,0,0,0,4,0,0
M101,27,9,21,12,0,0,0,3,0,0
M101,28,9,18,9,0,0,0,0,0,0
M101,29,9,24,15,0,0,0,6,0,2
M101,0,0,0,0,0,0,1,0,0,0
M102,1,9,10,1,0,1,0,0,0,0
M102,2,9,18,9,0,0,0,0,0,0
M102,3,9,18,9,0,0,0,0,0,0
M102,4,9,20,11,0,0,0,2,0,0
M102,5,9,20,11,0,0,0,2,0,0
M102,6,9,10,1,0,1,0,0,0,0
M102,7,9,18,9,0,0,0,0,0,0
M102,8,9,18,9,0,0,0,0,0,0
M102,9,9,18,9,0,0,0,0,0,0
M102,10,9,18,9,0,0,0,0,0,0
M102,11,9,18,9,0,0,0,0,0,0
M102,12,9,18,9,0,0,0,0,0,0
M102,13,9,18,9,0,0,0,0,0,0
M102,14,9,18,9,0,0,0,0,0,0
M102,15,9,18,9,0,0,0,0,0,0
M102,16,9,21,12,0,0,0,3,0,0
M102,17,9,10,1,0,1,0,0,0,0
M102,0,0,0,0,0,0,1,0,0,0
M102,19,9,18,9,0,0,0,0,0,0
M102,0,0,0,0,0,0,1,0,0,0
M102,0,0,0,0,0,0,1,0,0,0
M102,22,9,23,14,0,0,0,5,0,1
M102,23,9,18,9,0,0,0,0,0,0
M102,24,9,18,9,0,0,0,0,0,0
M102,0,0,0,0,0,0,1,0,0,0
M102,26,9,18,9,0,0,0,0,0,0
M102,27,9,22,13,0,0,0,4,0,0
M102,28,9,18,9,0,0,0,0,0,0
M102,29,9,18,9,0,0,0,0,0,0
M102,0,0,0,0,0,0,1,0,0,0
M103,0,0,0,0,0,0,1,0,0,0
M103,2,9,23,14,0,0,0,5,0,1
M103,3,9,18,9,0,0,0,0,0,0
M103,4,9,18,9,0,0,0,0,0,0
M103,5,9,24,15,0,0,0,6,0,2
M103,6,9,18,9,0,0,0,0,0,0
M103,7,9,18,9,0,0,0,0,0,0
M103,0,0,0,0,0,0,1,0,0,0
M103,9,10,10,0,1,0,0,0,0,0
M103,0,0,0,0,0,0,1,0,0,0
M103,11,9,12,3,0,3,0,0,0,0
M103,12,10,18,8,1,0,0,0,0,0
M103,13,9,18,9,0,0,0,0,0,0
M103,14,9,18,9,0,0,0,0,0,0
M103,0,0,0,0,0,0,1,0,0,0
M103,16,9,18,9,0,0,0,0,0,0
M103,17,9,12,3,0,3,0,0,0,0
M103,18,10,12,2,1,2,0,0,0,0
M103,19,9,18,9,0,0,0,0,0,0
M103,20,9,18,9,0,0,0,0,0,0
M103,21,9,18,9,0,0,0,0,0,0
M103,22,9,18,9,0,0,0,0,0,0
M103,23,9,10,1,0,1,0,0,0,0
M103,0,0,0,0,0,0,1,0,0,0
M103,25,9,20,11,0,0,0,2,0,0
M103,26,10,22,12,1,0,0,4,0,0
M103,27,9,18,9,0,0,0,0,0,0
M103,28,9,18,9,0,0,0,0,0,0
M103,29,9,18,9,0,0,0,0,0,0
M103,30,9,21,12,0,0,0,3,0,0
M104,1,9,22,13,0,0,0,4,0,0
M104,2,9,18,9,0,0,0,0,0,0
M104,3,9,10,1,0,1,0,0,0,0
M104,4,10,18,8,1,0,0,0,0,0
M104,5,9,18,9,0,0,0,0,0,0
M104,6,9,22,13,0,0,0,4,0,0
M104,7,9,10,1,0,1,0,0,0,0
M104,8,9,18,9,0,0,0,0,0,0
M104,9,9,11,2,0,2,0,0,0,0
M104,10,9,21,12,0,0,0,3,0,0
M104,11,9,24,15,0,0,0,6,0,2
M104,12,9,18,9,0,0,0,0,0,0
