M101,1,9,18,9,0,0,0,0,0,0
M101,2,9,24,15,0,0,0,6,0,2
M101,3,9,18,9,0,0,0,0,0,0
M101,4,9,12,3,0,3,0,0,0,0
M101,5,9,18,9,0,0,0,0,0,0
M101,6,9,18,9,0,0,0,0,0,0
M101,7,9,22,13,0,0,0,4,0,0
M101,8,9,18,9,0,0,0,0,0,0
M101,0,0,0,0,0,0,1,0,0,0
M101,10,9,20,11,0,0,0,2,0,0
M101,11,10,18,8,1,0,0,0,0,0
M101,0,0,0,0,0,0,1,0,0,0
M101,0,0,0,0,0,0,1,0,0,0
M101,14,9,18,9,0,0,0,0,0,0
M101,15,9,11,2,0,2,0,0,0,0
M101,16,9,18,9,0,0,0,0,0,0
M101,17,9,18,9,0,0,0,0,0,0
M101,18,9,18,9,0,0,0,0,0,0
M101,19,10,18,8,1,0,0,0,0,0
M101,20,9,18,9,0,0,0,0,0,0
M101,21,9,18,9,0,0,0,0,0,0
M101,0,0,0,0,0,0,1,0,0,0
M101,23,9,11,2,0,2,0,0,0,0
M101,24,9,18,9,0,0,0,0,0,0
M101,25,9,18,9,0,0,0,0,0,0
M101,0,0,0,0,0,0,1,0,0,0
M101,27,9,21,12,0,0,0,3,0,0
M101,28,9,18,9,0,0,0,0,0,0
M101,0,0,0,0,0,0,1,0,0,0
M101,30,9,18,9,0,0,0,0,0,0
M101,0,0,0,0,0,0,1,0,0,0
M102,1,9,18,9,0,0,0,0,0,0
M102,0,0,0,0,0,0,1,0,0,0
M102,3,9,18,9,0,0,0,0,0,0
M102,4,9,11,2,0,2,0,0,0,0
M102,5,9,18,9,0,0,0,0,0,0
M102,6,9,18,9,0,0,0,0,0,0
M102,7,9,12,3,0,3,0,0,0,0
M102,8,9,22,13,0,0,0,4,0,0
M102,9,9,18,9,0,0,0,0,0,0
M102,10,9,20,11,0,0,0,2,0,0
M102,11,9,18,9,0,0,0,0,0,0
M102,0,0,0,0,0,0,1,0,0,0
M102,13,9,23,14,0,0,0,5,0,1
M102,0,0,0,0,0,0,1,0,0,0
M102,15,9,18,9,0,0,0,0,0,0
M102,0,0,0,0,0,0,1,0,0,0
M102,17,9,18,9,0,0,0,0,0,0
M102,18,9,18,9,0,0,0,0,0,0
M102,0,0,0,0,0,0,1,0,0,0
